,masa A,,,
t,x,y,θ,
0,000,0,279,-0,191,-34,5
0,033,0,294,-0,164,-29,3
0,067,0,298,-0,151,-26,9
0,100,0,306,-0,135,-23,8
0,133,0,312,-0,123,-21,5
0,167,0,312,-0,114,-20,1
0,200,0,321,-0,101,-17,5
0,233,0,321,-8,783E-2,-15,3
0,267,0,324,-7,994E-2,-13,9
0,300,0,326,-6,079E-2,-10,6
0,333,0,317,-6,417E-2,-11,4
0,367,0,322,-5,065E-2,-8,9
0,400,0,322,-5,177E-2,-9,1
0,433,0,321,-4,501E-2,-8,0
0,467,0,318,-3,825E-2,-6,9
0,500,0,319,-2,924E-2,-5,2
0,533,0,317,-1,684E-2,-3,0
0,567,0,314,-1,008E-2,-1,8
0,600,0,308,5,692E-3,1,1
0,633,0,304,1,921E-2,3,6
0,667,0,304,2,485E-2,4,7
0,700,0,300,3,274E-2,6,2
0,733,0,298,4,006E-2,7,7
0,767,0,295,4,738E-2,9,1
0,800,0,290,5,753E-2,11,2
0,833,0,287,6,316E-2,12,4
0,867,0,283,6,879E-2,13,6
0,900,0,280,7,443E-2,14,9
0,933,0,270,8,119E-2,16,7
0,967,0,263,8,908E-2,18,7
1,000,0,259,9,584E-2,20,3
1,033,0,249,0,106,23,1
1,067,0,241,0,110,24,7
1,100,0,233,0,116,26,5
1,133,0,224,0,127,29,7
1,167,0,217,0,131,31,1
1,200,0,208,0,142,34,3
1,233,0,201,0,147,36,1
1,267,0,196,0,149,37,3
1,300,0,181,0,160,41,5
1,333,0,174,0,167,43,8
1,367,0,167,0,170,45,5
1,400,0,161,0,174,47,2
1,433,0,155,0,178,49,0
1,467,0,143,0,190,53,2
1,500,0,138,0,194,54,5
1,533,0,131,0,200,56,8
1,567,0,123,0,206,59,1
1,600,0,114,0,213,61,8
1,633,0,103,0,223,65,2
1,667,8,850E-2,0,243,70,0
1,700,8,287E-2,0,240,71,0
1,733,5,920E-2,0,243,76,3
1,767,5,357E-2,0,246,77,7
1,800,3,892E-2,0,246,81,0
1,833,3,103E-2,0,246,82,8
1,867,2,653E-2,0,246,83,8
1,900,1,977E-2,0,248,85,4
1,933,1,458E-2,0,245,86,6
1,967,9,390E-3,0,242,87,8
2,000,4,202E-3,0,238,89,0
2,033,-5,952E-3,0,237,91,4
2,067,-1,611E-2,0,236,93,9
2,100,-2,626E-2,0,234,96,4
2,133,-3,466E-2,0,231,98,5
2,167,-4,307E-2,0,229,100,7
2,200,-5,147E-2,0,226,102,8
2,233,-5,882E-2,0,220,105,0
2,267,-6,618E-2,0,213,107,2
2,300,-7,353E-2,0,207,109,6
2,333,-8,088E-2,0,200,112,0
2,367,-8,824E-2,0,193,114,6
2,400,-9,559E-2,0,186,117,2
2,433,-0,103,0,176,120,4
2,467,-0,111,0,166,123,7
2,500,-0,119,0,157,127,2
2,533,-0,124,0,147,130,0
2,567,-0,129,0,138,132,9
2,600,-0,133,0,129,135,9
2,633,-0,138,0,117,139,8
2,667,-0,143,0,104,143,9
2,700,-0,147,9,139E-2,148,1
2,733,-0,150,7,633E-2,153,0
2,767,-0,153,6,127E-2,158,1
2,800,-0,155,4,622E-2,163,4
2,833,-0,156,2,626E-2,170,4
2,867,-0,156,6,303E-3,177,7
2,900,-0,157,-1,366E-2,185,0
2,933,-0,153,-3,256E-2,192,0
2,967,-0,149,-5,147E-2,199,1
3,000,-0,145,-7,038E-2,205,9
3,033,-0,137,-9,139E-2,213,7
3,067,-0,130,-0,112,220,9
3,100,-0,122,-0,133,227,6
3,133,-0,109,-0,150,234,1
3,167,-9,594E-2,-0,167,240,1
3,200,-8,298E-2,-0,184,245,7
3,233,-6,408E-2,-0,199,252,1
3,267,-4,517E-2,-0,213,258,0
3,300,-2,626E-2,-0,228,263,4
3,333,-5,252E-3,-0,235,268,7
3,367,1,576E-2,-0,243,273,7
3,400,3,676E-2,-0,250,278,4
3,433,5,847E-2,-0,248,283,3
3,467,8,018E-2,-0,246,288,1
3,500,0,102,-0,244,292,7
3,533,0,145,-0,241,301,0
3,567,0,181,-0,230,308,2
3,600,0,217,-0,219,314,8
3,633,0,241,-0,195,321,0
3,667,0,261,-0,166,327,6
3,700,0,281,-0,140,333,6
3,733,0,296,-8,783E-2,343,5
3,767,0,297,-3,037E-2,354,2
3,800,0,286,3,048E-2,366,1
3,833,0,262,8,006E-2,377,0
3,867,0,244,0,117,385,7
3,900,0,225,0,167,396,6
3,933,0,206,0,204,404,8
3,967,0,171,0,220,412,1
4,000,0,137,0,237,419,9
4,033,9,188E-2,0,261,430,6
4,067,5,132E-2,0,272,439,3
4,100,-2,770E-3,0,268,450,6
4,133,-2,916E-2,0,250,456,7
4,167,-5,555E-2,0,231,463,5
4,200,-8,193E-2,0,212,471,1
4,233,-9,839E-2,0,188,477,6
4,267,-0,115,0,165,484,9
4,300,-0,131,0,141,493,0
4,333,-0,139,0,116,500,1
4,367,-0,146,9,104E-2,508,1
4,400,-0,153,6,618E-2,516,7
4,433,-0,150,2,591E-2,530,2
4,467,-0,146,-1,436E-2,545,6
4,500,-0,142,-5,462E-2,561,1
4,533,-0,130,-8,748E-2,573,9
4,567,-0,118,-0,120,585,5
4,600,-0,106,-0,153,595,2
4,633,-8,615E-2,-0,179,604,3
4,667,-7,489E-2,-0,197,609,2
4,700,-3,545E-2,-0,233,621,4
4,733,-3,897E-3,-0,246,629,1
4,767,1,737E-3,-0,248,630,4
4,800,8,061E-2,-0,261,647,1
4,833,0,102,-0,260,651,4
4,867,0,128,-0,258,656,4
4,900,0,217,-0,217,674,9
4,933,0,239,-0,161,686,1
4,967,0,268,-0,122,695,6
5,000,0,288,7,946E-3,721,6
5,033,0,252,6,992E-2,735,5
5,067,0,239,0,135,749,5
5,100,0,199,0,206,766,0
5,133,0,126,0,237,782,0
5,167,7,611E-2,0,255,793,4
5,200,2,878E-2,0,263,803,7
5,233,2,089E-2,0,263,805,5
5,267,-7,038E-2,0,230,827,0
5,300,-8,088E-2,0,207,831,3
5,333,-0,124,0,166,846,9
5,367,-0,133,0,144,852,8
5,400,-0,148,9,769E-2,866,6
5,433,-0,161,3,612E-2,887,3
5,467,-0,156,-7,830E-3,902,9
5,500,-0,146,-5,672E-2,921,2
5,533,-0,131,-9,988E-2,937,3
5,567,-0,117,-0,143,950,8
5,600,-8,193E-2,-0,180,965,5
5,633,-6,474E-2,-0,210,972,8
5,667,-3,770E-2,-0,232,980,8
5,700,2,101E-3,-0,244,990,5
5,733,9,864E-2,-0,265,1010,4
5,767,0,155,-0,259,1020,9
5,800,0,206,-0,214,1033,9
5,833,0,237,-0,155,1046,8
5,867,0,258,-7,994E-2,1062,8
5,900,0,244,5,672E-2,1093,1
5,933,0,232,0,124,1108,2
5,967,0,198,0,184,1122,9
6,000,0,164,0,211,1132,1
6,033,4,681E-2,0,275,1160,3
6,067,-1,066E-2,0,270,1172,3
6,100,-6,812E-2,0,237,1186,1
6,133,-0,104,0,192,1198,5
6,167,-0,129,0,144,1211,8
6,200,-0,146,0,101,1225,2
6,233,-0,144,9,471E-2,1226,6
6,267,-0,152,-1,684E-2,1266,3
6,300,-0,147,-4,412E-2,1276,7
6,333,-0,126,-0,124,1304,6
6,367,-9,291E-2,-0,173,1321,8
6,400,-7,248E-2,-0,197,1329,8
6,433,-5,167E-4,-0,250,1349,9
6,467,6,033E-2,-0,266,1362,8
6,500,0,134,-0,253,1377,8
6,533,0,205,-0,206,1394,8
6,567,0,242,-0,121,1413,4
6,600,0,242,-5,252E-3,1438,8
6,633,0,270,5,189E-2,1450,9
6,667,0,251,0,110,1463,8
6,700,0,144,0,228,1497,7
6,733,6,033E-2,0,261,1517,0
6,767,5,244E-2,0,263,1518,7
6,800,-6,408E-2,0,226,1545,8
6,833,-8,695E-2,0,202,1553,3
6,867,-0,110,0,178,1561,7
6,900,-0,154,6,618E-2,1596,8
6,933,-0,157,3,499E-2,1607,4
6,967,-0,155,-6,079E-2,1641,4
7,000,-0,131,-0,123,1663,1
7,033,-0,110,-0,153,1674,4
7,067,-4,446E-2,-0,234,1699,3
7,100,2,540E-2,-0,270,1715,4
7,133,0,114,-0,279,1732,3
7,167,0,217,-0,245,1751,6
7,200,0,273,-0,194,1764,6
7,233,0,297,-8,824E-2,1783,5
7,267,0,306,4,097E-2,1807,6
7,300,0,289,4,517E-2,1808,9
7,333,0,122,0,241,1863,1
7,367,8,193E-2,0,259,1872,5
7,400,-3,046E-2,0,245,1897,1
7,433,-8,824E-2,0,210,1912,8
7,467,-0,114,0,184,1921,9
7,500,-0,151,8,929E-2,1949,4
7,533,-0,162,3,151E-2,1969,0
7,567,-0,154,-3,887E-2,1994,1
7,600,-0,126,-0,109,2020,9
7,633,-9,769E-2,-0,176,2041,0
7,667,-3,571E-2,-0,231,2061,2
7,700,4,097E-2,-0,263,2078,9
7,733,3,676E-2,-0,261,2078,0
7,767,0,232,-0,230,2115,3
7,800,0,289,-0,169,2129,7
7,833,0,280,-0,145,2132,7
7,867,0,263,0,124,2185,3
7,900,0,145,0,236,2218,5
7,933,0,159,0,229,2215,3
7,967,-2,416E-2,0,262,2255,3
8,000,-5,567E-2,0,237,2263,2
8,033,-0,111,0,183,2281,3
8,067,-0,154,7,773E-2,2313,3
8,100,-0,157,1,155E-2,2335,8
8,133,-0,148,-6,618E-2,2364,1
8,167,-0,119,-0,140,2389,6
8,200,-6,408E-2,-0,207,2412,8
8,233,-2,731E-2,-0,233,2423,3
8,267,9,454E-3,-0,258,2432,1
8,300,0,167,-0,259,2462,8
8,333,0,214,-0,220,2474,3
8,367,0,295,-4,832E-2,2510,7
8,400,0,278,9,454E-2,2538,8
8,433,0,232,0,165,2555,4
8,467,5,567E-2,0,276,2598,6
8,500,-3,151E-2,0,259,2616,9
8,533,-9,454E-2,0,210,2634,2
8,567,-0,116,0,184,2642,2
8,600,-0,158,6,197E-2,2678,5
8,633,-0,162,-1,261E-2,2704,5
8,667,-0,150,-0,102,2734,3
8,700,-0,101,-0,170,2759,3
8,733,-4,307E-2,-0,232,2779,5
8,767,4,517E-2,-0,274,2799,4
8,800,0,120,-0,268,2814,1
8,833,0,137,-0,257,2818,0
8,867,0,269,-9,769E-2,2860,0
8,900,0,256,7,038E-2,2895,4
8,933,0,262,6,408E-2,2893,8
8,967,7,878E-2,0,276,2954,1
9,000,2,626E-2,0,275,2964,5
9,033,-9,349E-2,0,211,2993,9
9,067,-0,138,0,144,3013,7
9,100,-0,158,6,723E-2,3036,9
9,133,-0,164,-1,366E-2,3064,8
9,167,-0,143,-0,101,3095,2
9,200,-9,769E-2,-0,182,3121,7
9,233,-3,256E-2,-0,241,3142,3
9,267,2,311E-2,-0,274,3154,8
9,300,0,179,-0,257,3184,8
9,333,0,263,-0,165,3207,9
9,367,0,277,-1,471E-2,3237,0
