,masa A,,
t,x,y,
0.000000E0,2.789302E-1,-1.914983E-1
3.333333E-2,2.935787E-1,-1.644550E-1
6.666667E-2,2.980859E-1,-1.509334E-1
1.000000E-1,3.059735E-1,-1.351582E-1
1.333333E-1,3.116075E-1,-1.227633E-1
1.666667E-1,3.116075E-1,-1.137489E-1
2.000000E-1,3.206219E-1,-1.013541E-1
2.333333E-1,3.206219E-1,-8.783247E-2
2.666667E-1,3.240023E-1,-7.994485E-2
3.000000E-1,3.262559E-1,-6.078921E-2
3.333333E-1,3.172415E-1,-6.416962E-2
3.666667E-1,3.217487E-1,-5.064799E-2
4.000000E-1,3.217487E-1,-5.177479E-2
4.333333E-1,3.206219E-1,-4.501398E-2
4.666667E-1,3.183683E-1,-3.825316E-2
5.000000E-1,3.194951E-1,-2.923874E-2
5.333333E-1,3.172415E-1,-1.684392E-2
5.666667E-1,3.138611E-1,-1.008311E-2
6.000000E-1,3.082271E-1,5.692127E-3
6.333333E-1,3.037199E-1,1.921375E-2
6.666667E-1,3.037199E-1,2.484777E-2
7.000000E-1,3.003395E-1,3.273538E-2
7.333333E-1,2.975225E-1,4.005960E-2
7.666667E-1,2.947055E-1,4.738381E-2
8.000000E-1,2.901983E-1,5.752503E-2
8.333333E-1,2.868178E-1,6.315904E-2
8.666667E-1,2.834374E-1,6.879306E-2
9.000000E-1,2.800570E-1,7.442707E-2
9.333333E-1,2.699158E-1,8.118788E-2
9.666667E-1,2.631550E-1,8.907550E-2
1.000000E0,2.586478E-1,9.583631E-2
1.033333E0,2.485066E-1,1.059775E-1
1.066667E0,2.406190E-1,1.104847E-1
1.100000E0,2.327313E-1,1.161188E-1
1.133333E0,2.237169E-1,1.273868E-1
1.166667E0,2.169561E-1,1.307672E-1
1.200000E0,2.079417E-1,1.420352E-1
1.233333E0,2.011809E-1,1.465424E-1
1.266667E0,1.955469E-1,1.487960E-1
1.300000E0,1.808984E-1,1.600640E-1
1.333333E0,1.741376E-1,1.668249E-1
1.366667E0,1.673768E-1,1.702053E-1
1.400000E0,1.606160E-1,1.735857E-1
1.433333E0,1.549820E-1,1.780929E-1
1.466667E0,1.425872E-1,1.904877E-1
1.500000E0,1.380799E-1,1.938681E-1
1.533333E0,1.307557E-1,2.000655E-1
1.566667E0,1.234315E-1,2.062629E-1
1.600000E0,1.144171E-1,2.130238E-1
1.633333E0,1.031491E-1,2.231650E-1
1.666667E0,8.850064E-2,2.434474E-1
1.700000E0,8.286663E-2,2.400670E-1
1.733333E0,5.920378E-2,2.434474E-1
1.766667E0,5.356977E-2,2.457010E-1
1.800000E0,3.892134E-2,2.457010E-1
1.833333E0,3.103373E-2,2.457010E-1
1.866667E0,2.652652E-2,2.457010E-1
1.900000E0,1.976570E-2,2.479546E-1
1.933333E0,1.457769E-2,2.447849E-1
1.966667E0,9.389688E-3,2.416151E-1
2.000000E0,4.201681E-3,2.384454E-1
2.033333E0,-5.952381E-3,2.370448E-1
2.066667E0,-1.610644E-2,2.356443E-1
2.100000E0,-2.626050E-2,2.342437E-1
2.133333E0,-3.466387E-2,2.314426E-1
2.166667E0,-4.306723E-2,2.286415E-1
2.200000E0,-5.147059E-2,2.258403E-1
2.233333E0,-5.882353E-2,2.195378E-1
